fixture_id,provider_league_id,league_name,season,round,kickoff_utc,home_team,away_team,home_goals,away_goals,goals_total,venue_id,venue_name,surface_provider,roof_type,environment_source_class,environment_usable_for_prematch,environment_geocode_quality_status,environment_geocode_resolver_version,temperature_mean_c,apparent_temperature_mean_c,relative_humidity_mean_pct,dew_point_mean_c,surface_pressure_mean_hpa,precipitation_sum_mm,rain_sum_mm,showers_sum_mm,snowfall_sum_cm,visibility_min_m,wind_speed_mean_kmh,wind_speed_max_kmh,wind_gust_mean_kmh,wind_gust_max_kmh,weather_code_mode,shots_total,shots_on_goal_total,shots_outsidebox_total,goalkeeper_saves_total,corners_total,passes_accuracy_mean,expected_goals_total,normal_goals,penalty_goals,own_goals,red_card_events,var_events,goalkeeper_error_evidence,mechanism_coverage_status,causal_claim_authorized,research_only,predictive_authority,betting_authority,probability_mutation,eligibility_mutation,stake_changes,forward_journal_mutation
1549025,119,Superliga,2026,Regular Season - 9,2026-09-19T16:00:00+00:00,Odense,FC Midtjylland,1,1,2,456,Nature Energy Park,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,17.3,15.933,91.333,15.867,1007.367,0.1,0.1,0,0,4780,23.067,25.6,45,49.7,3,27,7,12,5,11,,,2,0,0,1,1,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1550128,135,Serie A,2026,Regular Season - 5,2026-09-19T16:00:00+00:00,AS Roma,Inter,2,2,4,910,Stadio Olimpico,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,26.067,27.267,57.333,16.9,1013.633,0,0,0,0,39100,8.4,11,24.267,26.3,0,34,9,11,5,6,85,4.06,4,0,0,0,1,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1558637,144,Jupiler Pro League,2026,Regular Season - 7,2026-09-19T16:15:00+00:00,Charleroi,Cercle Brugge,3,2,5,177,Stade du Pays de Charleroi,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,21.567,20.6,56.667,12.567,1005.1,0,0,0,0,25660,12.2,12.2,24,25.6,3,21,13,5,8,5,,,3,2,0,0,1,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1557415,39,Premier League,2026,Regular Season - 5,2026-09-19T16:30:00+00:00,Nottingham Forest,Coventry,0,1,1,566,The City Ground,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,19.375,16.725,53.25,9.625,1007.75,0,0,0,0,24940,17.55,20.5,36.425,42.8,3,34,6,17,4,8,,,1,0,0,0,1,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1570395,140,La Liga,2026,Regular Season - 7,2026-09-19T16:30:00+00:00,Celta Vigo,Racing Santander,5,0,5,22784,Estadio Abanca-Balaídos,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,23.8,24.075,49.25,12.45,1010.025,0,0,0,0,39660,3.525,5.2,12.15,16.6,0,24,14,10,9,6,,,4,1,0,0,1,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1575168,78,Bundesliga,2026,Regular Season - 4,2026-09-19T16:30:00+00:00,VfB Stuttgart,Borussia Dortmund,0,1,1,20473,MHPArena,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,22.2,21.05,39.75,7.85,992.75,0,0,0,0,42680,4.225,7,13.95,18.7,3,25,7,7,6,8,,,1,0,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1552171,88,Eredivisie,2026,Regular Season - 7,2026-09-19T16:45:00+00:00,Sparta Rotterdam,Heerenveen,0,4,4,10505,Sparta-Stadion Het Kasteel,artificial turf,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,19.1,16.733,78.333,15.267,1016.933,0,0,0,0,14240,28.433,31.3,50.767,56.9,3,34,9,13,5,9,,,4,0,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1556666,179,Premiership,2026,Regular Season - 7,2026-09-19T16:45:00+00:00,Kilmarnock,Heart Of Midlothian,1,1,2,19215,The BBSP Stadium Rugby Park,artificial turf,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,13.533,9,68.333,7.8,1005.233,0,0,0,0,21560,26.967,28.4,52.2,55.4,3,21,3,6,2,8,,,1,0,1,0,1,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1575500,94,Primeira Liga,2026,Regular Season - 7,2026-09-19T17:00:00+00:00,Alverca,Rio Ave,1,0,1,3572,Complexo Desportivo FC Alverca,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,28.1,25.267,29.667,8.7,1014.133,0,0,0,0,46920,17.167,20.1,42.1,44.6,0,29,9,12,8,11,,,1,0,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1584413,203,Süper Lig,2026,Regular Season - 6,2026-09-19T17:00:00+00:00,Başakşehir,Gençlerbirliği S.K.,4,0,4,1584,Başakşehir Fatih Terim Stadyumu,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,21.1,21.533,73.333,16.1,1016.667,0,0,0,0,35300,11.133,12.9,22.067,28.8,1,23,11,10,7,9,86,3.08,3,1,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1584420,203,Süper Lig,2026,Regular Season - 6,2026-09-19T17:00:00+00:00,Trabzonspor,Galatasaray,4,0,4,20189,Papara Park,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,20.9,23.167,87.333,18.733,1016.433,0,0,0,0,25760,6.767,7.3,12,12.2,2,20,7,5,2,6,81,3.14,4,0,0,1,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1561931,218,Bundesliga,2026,Regular Season - 7,2026-09-19T17:30:00+00:00,Grazer AK,Austria Vienna,2,2,4,150,Merkur Arena,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,19.25,19.15,61,11.35,982.35,0,0,0,0,34920,3.4,5.8,9.825,15.5,0,24,9,10,5,6,,,4,0,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1552174,88,Eredivisie,2026,Regular Season - 7,2026-09-19T18:00:00+00:00,Ajax,Excelsior,2,2,4,1117,Johan Cruijff Arena,grass,RETRACTABLE_FULL_PITCH_COVER,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,18.733,17.367,83.333,15.867,1014.5,0,0,0,0,50000,23.033,27.7,44.033,50,3,37,10,9,6,9,,,4,0,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1553177,106,Ekstraklasa,2026,Regular Season - 9,2026-09-19T18:15:00+00:00,Motor Lublin,Gornik Zabrze,0,0,0,22597,Motor Lublin Arena,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,17.333,15.867,56,8.433,1001.567,0,0,0,0,50000,7.7,9,10.8,13.7,0,27,5,13,5,5,,,0,0,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_MISSING,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1550136,135,Serie A,2026,Regular Season - 5,2026-09-19T18:45:00+00:00,Venezia,Lazio,0,2,2,948,Stadio Pierluigi Penzo,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,22.3,25,79.667,18.567,1021.233,0,0,0,0,27020,3.2,4.8,5.867,8.3,0,28,8,13,7,9,86,3.48,1,2,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1552765,61,Ligue 1,2026,Regular Season - 5,2026-09-19T18:45:00+00:00,Angers,Estac Troyes,2,0,2,634,Stade Raymond-Kopa,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,18.933,18.2,60.667,11.133,1020.633,0,0,0,0,39300,7.5,8.3,18.133,22.3,1,31,6,10,4,13,,,2,0,0,0,1,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1552767,61,Ligue 1,2026,Regular Season - 5,2026-09-19T18:45:00+00:00,Le Mans,Lorient,2,1,3,19206,Stade Marie-Marvingt,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,20.567,20.333,58,12,1016.9,0,0,0,0,39800,5.8,6.2,13.2,14.4,1,20,9,8,6,4,,,3,0,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1552768,61,Ligue 1,2026,Regular Season - 5,2026-09-19T18:45:00+00:00,Lyon,Rennes,4,0,4,666,Groupama Stadium,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,18.933,17.4,41.333,5.433,1002.067,0,0,0,0,43240,3,4.6,6.7,9,3,28,13,9,9,11,,,4,0,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1552772,61,Ligue 1,2026,Regular Season - 5,2026-09-19T18:45:00+00:00,Toulouse,Le Havre,3,2,5,682,Stadium de Toulouse,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,22.233,21.433,41,8.2,1007.033,0,0,0,0,41820,2.233,2.5,6.467,10.8,0,32,12,10,7,13,,,4,1,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1558638,144,Jupiler Pro League,2026,Regular Season - 7,2026-09-19T18:45:00+00:00,Anderlecht,Zulte Waregem,3,0,3,174,Lotto Park,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,20.4,18.433,63.333,13.233,1017.567,0,0,0,0,50000,20.767,21.6,40.067,42.1,2,26,12,7,9,9,,,3,0,0,0,1,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1558639,144,Jupiler Pro League,2026,Regular Season - 7,2026-09-19T18:45:00+00:00,Lommel United,KV Mechelen,0,0,0,20335,Soeverein Stadion,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,20.167,17.9,63,12.867,1014.3,0,0,0,0,50000,21.6,22.7,40.2,41.8,3,23,4,5,4,11,,,0,0,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_MISSING,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1552175,88,Eredivisie,2026,Regular Season - 7,2026-09-19T19:00:00+00:00,Willem II,Fortuna Sittard,0,1,1,1159,Koning Willem II Stadion,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,19.833,17.967,69.667,14.033,1016.567,0.1,0.1,0,0,20440,21.967,23.4,41.033,42.8,3,32,6,16,5,8,,,1,0,0,0,1,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1570400,140,La Liga,2026,Regular Season - 7,2026-09-19T19:00:00+00:00,Sevilla,Barcelona,1,3,4,1494,Estadio Ramón Sánchez Pizjuán,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,28.067,28.3,42,13.833,1015.467,0,0,0,0,41920,6.933,8.8,19.1,20.2,1,31,10,16,7,4,,,4,0,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1552176,88,Eredivisie,2026,Regular Season - 7,2026-09-20T10:15:00+00:00,Feyenoord,Utrecht,5,0,5,1128,Stadion Feijenoord,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,18.733,15.3,56,9.767,1022.7,0,0,0,0,26080,23.4,24.1,45.933,46.8,0,29,14,7,8,9,,,4,1,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1553178,106,Ekstraklasa,2026,Regular Season - 9,2026-09-20T10:15:00+00:00,Piast Gliwice,Pogon Szczecin,1,2,3,1255,Stadion Miejski,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,21.867,20.567,56,12.667,994.8,0,0,0,0,40140,14.5,15.1,32.633,33.1,3,21,9,5,5,5,,,3,0,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1550130,135,Serie A,2026,Regular Season - 5,2026-09-20T10:30:00+00:00,Fiorentina,Napoli,1,1,2,902,Stadio Artemio Franchi,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,28.825,30.85,43.5,15.1,1016.375,0,0,0,0,41360,2.975,5.7,8,8.6,0,29,8,9,6,9,86.5,2.34,2,0,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1556669,179,Premiership,2026,Regular Season - 7,2026-09-20T11:00:00+00:00,Celtic,Rangers,0,1,1,1386,Celtic Park,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,15.5,11.6,57.333,7.067,1018.067,0,0,0,0,26300,21.367,22.3,44.067,46.1,2,20,9,6,7,12,,,1,0,0,0,1,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1558640,144,Jupiler Pro League,2026,Regular Season - 7,2026-09-20T11:30:00+00:00,Antwerp,Union St. Gilloise,0,2,2,175,Bosuilstadion,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,18.375,16.35,65.25,11.675,1023.825,0,0,0,0,18220,17.45,19.1,35.9,38.2,3,28,12,7,9,8,,,2,0,0,1,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1549022,119,Superliga,2026,Regular Season - 9,2026-09-20T12:00:00+00:00,Brondby,FC Copenhagen,0,1,1,443,Brøndby Stadion,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,15.967,12.467,75,11.4,1008.333,2.6,2.6,0,0,11740,27.1,28.4,55.333,64.1,2,23,5,4,4,5,,,1,0,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1549026,119,Superliga,2026,Regular Season - 9,2026-09-20T12:00:00+00:00,Sonderjyske,Randers FC,4,2,6,460,Sydbank Park,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,15.4,11.667,83.667,12.667,1011.033,1.3,1.3,0,0,6900,31.433,37.4,65.533,67.3,51,24,13,8,7,9,,,6,0,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1570398,140,La Liga,2026,Regular Season - 7,2026-09-20T12:00:00+00:00,Getafe,Malaga,1,0,1,20422,Estadio Coliseum,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,28.2,28.767,32.333,9.967,954,0,0,0,0,42340,6.067,7.2,17.633,19.8,0,31,11,14,10,14,,,1,0,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1494770,103,Eliteserien,2026,Regular Season - 22,2026-09-20T12:30:00+00:00,Valerenga,Fredrikstad,1,1,2,1203,Intility Arena,artificial turf,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,17.15,13.55,50.75,6.65,994.6,0,0,0,0,27580,18.8,21.6,37.8,39.6,0,25,5,13,4,15,,,2,0,0,1,1,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1552177,88,Eredivisie,2026,Regular Season - 7,2026-09-20T12:30:00+00:00,AZ Alkmaar,Telstar,1,0,1,1119,AFAS Stadion,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,18.1,14.325,54,8.625,1023.225,0,0,0,0,27880,23.575,27,47.075,51.8,0,21,9,5,8,7,,,1,0,0,0,1,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1552179,88,Eredivisie,2026,Regular Season - 7,2026-09-20T12:30:00+00:00,Twente,PSV Eindhoven,3,2,5,1153,De Grolsch Veste,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,18.225,15.025,54.25,8.775,1016.45,0,0,0,0,25000,19.725,20.2,42.85,43.9,3,31,9,10,4,12,,,5,0,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1561932,218,Bundesliga,2026,Regular Season - 7,2026-09-20T12:30:00+00:00,TSV Hartberg,Lask Linz,3,3,6,140,PROfertil ARENA,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,24.45,23.45,44.25,11.525,977.025,0,0,0,0,41880,11.05,11.5,20.275,20.9,2,27,10,14,4,10,,,6,0,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1561933,218,Bundesliga,2026,Regular Season - 7,2026-09-20T12:30:00+00:00,Ried,Wolfsberger AC,4,1,5,19921,Innviertel Arena,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,23.375,21.8,45.75,11.025,973.075,0,0,0,0,41740,13.375,14.8,25.3,26.3,3,46,16,13,11,9,,,4,1,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1553181,106,Ekstraklasa,2026,Regular Season - 9,2026-09-20T12:45:00+00:00,Zaglebie Lubin,Wisla Plock,0,2,2,21908,KGHM Zagłębie Arena,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,18.633,17.167,68,12.567,1002.3,0.7,0.7,0,0,14340,15.6,15.8,33.467,34.6,61,24,11,9,9,8,,,2,0,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1550131,135,Serie A,2026,Regular Season - 5,2026-09-20T13:00:00+00:00,Frosinone,Como,2,0,2,904,Stadio Benito Stirpe,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,28.8,29.333,47,16.333,1000.067,0,0,0,0,40860,11.333,12.6,28.1,31.7,1,48,14,18,11,15,80,4.13,2,0,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1550134,135,Serie A,2026,Regular Season - 5,2026-09-20T13:00:00+00:00,Parma,Genoa,2,1,3,921,Stadio Ennio Tardini,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,28.533,29.1,39.667,13.5,1015.2,0,0,0,0,42460,5.433,6.2,15.267,16.6,0,17,7,7,4,7,82,1.08,3,0,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1552766,61,Ligue 1,2026,Regular Season - 5,2026-09-20T13:00:00+00:00,Auxerre,Stade Brestois 29,2,1,3,636,Stade de l'Abbé Deschamps,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,24.867,23.867,44,11.767,1012.833,0,0,0,0,41400,10.867,11.3,27.833,28.4,1,19,6,13,4,11,,,2,0,1,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1557407,39,Premier League,2026,Regular Season - 5,2026-09-20T13:00:00+00:00,Bournemouth,Liverpool,0,1,1,504,Vitality Stadium,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,21.133,19.233,44.333,8.5,1026.5,0,0,0,0,26000,11.167,11.9,24.967,26.3,0,21,5,9,4,6,,,1,0,0,0,0,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1557412,39,Premier League,2026,Regular Season - 5,2026-09-20T13:00:00+00:00,Leeds,Crystal Palace,0,0,0,546,Elland Road,grass,UNKNOWN,HISTORICAL_FORECAST_ASSIMILATION_PROXY,false,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,17.233,13.533,49.333,6.533,1020.167,0,0,0,0,21780,19.433,19.8,41.667,42.5,1,25,6,12,7,7,,,0,0,0,0,1,NOT_AVAILABLE_IN_CURRENT_EVENT_ARCHIVE,TEAM_STATS_COMPLETE_EVENTS_AVAILABLE,false,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
